"","year","month","position","n"
"2612","2019",4,"Contract. Agent d'Acceuil",5
"2613","2019",4,"Contract. Agent de guichet",NA
"2614","2019",4,"Contract. Agent Administratif Adjoint",5
"2615","2019",4,"Contract. Agent Administratif",6
"2616","2019",4,"Contract. Agent PrincipaL de guichet",NA
"2617","2019",4,"Contract. Gestionnaire Adjoint",25
"2618","2019",4,"Contract. Surveillant des guichets",NA
"2619","2019",4,"Contract. Gestionnaire",33
"2620","2019",4,"Contract. Gestionnaire Central",NA
"2621","2019",4,"Femme Menage",269
"2622","2019",4,"Femme Menage qualifié",279
"2623","2019",4,"Gardiennage",119
"2624","2019",4,"Gardiennage qualifié",123
"2625","2019",4,"Inspecteur en chef",NA
"2626","2019",4,"Inspecteur",NA
"2627","2019",4,"Agent de production",NA
"2628","2019",4,"Secrétaire de gestion",NA
"2629","2019",4,"Attaché d'inspection",1
"2630","2019",4,"Analyste",NA
"2631","2019",4,"Administration conseil",NA
"2632","2019",4,"Attaché De l'administration",NA
"2633","2019",4,"Medecin",1
"2634","2019",4,"MEDECIN PRINCIPAL",NA
"2635","2019",4,"Unknown",NA
"2636","2019",5,"Conseiller en Chef",1
"2637","2019",5,"Gestionnaire en Chef",397
"2638","2019",5,"Comptable en Chef",24
"2639","2019",5,"Gestionnaire Financier en Chef",24
"2640","2019",5,"Expert Commercial en Chef",3
"2641","2019",5,"Auditeur en Chef",1
"2642","2019",5,"Contrôleur de gestion en Chef",3
"2643","2019",5,"Ingénieur en Chef",46
"2644","2019",5,"Expert Technicien en Chef",13
"2645","2019",5,"Analyste en Chef",30
"2646","2019",5,"Architecte en Chef",1
"2647","2019",5,"Conseiller Général",6
"2648","2019",5,"Gestionnaire Général",142
"2649","2019",5,"Gestionnaire Financier Général",NA
"2650","2019",5,"Ingénieur Général",23
"2651","2019",5,"Analyste Général",5
"2652","2019",5,"Architecte Général",4
"2653","2019",5,"Agent non qualifié 1ère cie",95
"2654","2019",5,"Agent non qualifié 2ème cie",12
"2655","2019",5,"Agent non qualifié 3ème cie",26
"2656","2019",5,"Agent d'Acceuil",12
"2657","2019",5,"Agent de métier",66
"2658","2019",5,"Agent des postes",130
"2659","2019",5,"Agent de guichet",96
"2660","2019",5,"Agent de Distribution",540
"2661","2019",5,"Agent Administratif Adjoint",8
"2662","2019",5,"Agent technique",1
"2663","2019",5,"Agent qualifié 1er degré",55
"2664","2019",5,"Agent Administratif",72
"2665","2019",5,"Agent Bureautique",1
"2666","2019",5,"Agent PrincipaL des postes",63
"2667","2019",5,"Agent PrincipaL de guichet",302
"2668","2019",5,"Agent principale de Distribution",260
"2669","2019",5,"Agent financier",2
"2670","2019",5,"Technicien Adjoint",15
"2671","2019",5,"Technicien de Laboratoire Informatique",NA
"2672","2019",5,"Agent qualifié 2ème degré",96
"2673","2019",5,"Ouvrier",NA
"2674","2019",5,"Gestionnaire Adjoint",173
"2675","2019",5,"Surveillant des postes",368
"2676","2019",5,"Surveillant des guichets",1079
"2677","2019",5,"Surveillant de distribution",325
"2678","2019",5,"Gestionnaire financier adjoint",44
"2679","2019",5,"Ouvrier",NA
"2680","2019",5,"Technicien",138
"2681","2019",5,"Programmeur",NA
"2682","2019",5,"Agent qualifié 3ème degré",51
"2683","2019",5,"Gestionnaire",2276
"2684","2019",5,"Comptable",2
"2685","2019",5,"Gestionnaire Financier",21
"2686","2019",5,"Technicien Principal",139
"2687","2019",5,"Analyste",17
"2688","2019",5,"Gestionnaire Central",1112
"2689","2019",5,"Comptable Principal",10
"2690","2019",5,"Gestionnaire Financier Principal",13
"2691","2019",5,"Expert Commercial Principal",7
"2692","2019",5,"Ingenieur Principal",22
"2693","2019",5,"Technicien en Chef",73
"2694","2019",5,"Analyste Central",25
"2695","2019",5,"PRESIDENT DIRECTEUR GENERAL",1
"2696","2019",5,"Contract. Agent non qualifié 1ère cie",3
"2697","2019",5,"Contract. Agent d'Acceuil",5
"2698","2019",5,"Contract. Agent de guichet",NA
"2699","2019",5,"Contract. Agent Administratif Adjoint",5
"2700","2019",5,"Contract. Agent Administratif",6
"2701","2019",5,"Contract. Agent PrincipaL de guichet",NA
"2702","2019",5,"Contract. Gestionnaire Adjoint",25
"2703","2019",5,"Contract. Surveillant des guichets",NA
"2704","2019",5,"Contract. Gestionnaire",33
"2705","2019",5,"Contract. Gestionnaire Central",NA
"2706","2019",5,"Femme Menage",269
"2707","2019",5,"Femme Menage qualifié",279
"2708","2019",5,"Gardiennage",119
"2709","2019",5,"Gardiennage qualifié",123
"2710","2019",5,"Inspecteur en chef",NA
"2711","2019",5,"Inspecteur",NA
"2712","2019",5,"Agent de production",NA
"2713","2019",5,"Secrétaire de gestion",NA
"2714","2019",5,"Attaché d'inspection",1
"2715","2019",5,"Analyste",NA
"2716","2019",5,"Administration conseil",NA
"2717","2019",5,"Attaché De l'administration",NA
"2718","2019",5,"Medecin",NA
"2719","2019",5,"MEDECIN PRINCIPAL",1
"2720","2019",5,"Unknown",NA
"2721","2019",6,"Conseiller en Chef",1
"2722","2019",6,"Gestionnaire en Chef",397
"2723","2019",6,"Comptable en Chef",24
"2724","2019",6,"Gestionnaire Financier en Chef",24
"2725","2019",6,"Expert Commercial en Chef",3
"2726","2019",6,"Auditeur en Chef",1
"2727","2019",6,"Contrôleur de gestion en Chef",3
"2728","2019",6,"Ingénieur en Chef",46
"2729","2019",6,"Expert Technicien en Chef",13
"2730","2019",6,"Analyste en Chef",30
"2731","2019",6,"Architecte en Chef",1
"2732","2019",6,"Conseiller Général",6
"2733","2019",6,"Gestionnaire Général",142
"2734","2019",6,"Gestionnaire Financier Général",NA
"2735","2019",6,"Ingénieur Général",23
"2736","2019",6,"Analyste Général",5
"2737","2019",6,"Architecte Général",4
"2738","2019",6,"Agent non qualifié 1ère cie",95
"2739","2019",6,"Agent non qualifié 2ème cie",12
"2740","2019",6,"Agent non qualifié 3ème cie",26
"2741","2019",6,"Agent d'Acceuil",12
"2742","2019",6,"Agent de métier",66
"2743","2019",6,"Agent des postes",131
"2744","2019",6,"Agent de guichet",96
"2745","2019",6,"Agent de Distribution",539
"2746","2019",6,"Agent Administratif Adjoint",7
"2747","2019",6,"Agent technique",1
"2748","2019",6,"Agent qualifié 1er degré",55
"2749","2019",6,"Agent Administratif",72
"2750","2019",6,"Agent Bureautique",1
"2751","2019",6,"Agent PrincipaL des postes",62
"2752","2019",6,"Agent PrincipaL de guichet",302
"2753","2019",6,"Agent principale de Distribution",261
"2754","2019",6,"Agent financier",2
"2755","2019",6,"Technicien Adjoint",15
"2756","2019",6,"Technicien de Laboratoire Informatique",NA
"2757","2019",6,"Agent qualifié 2ème degré",95
"2758","2019",6,"Ouvrier",NA
"2759","2019",6,"Gestionnaire Adjoint",171
"2760","2019",6,"Surveillant des postes",367
"2761","2019",6,"Surveillant des guichets",1081
"2762","2019",6,"Surveillant de distribution",325
"2763","2019",6,"Gestionnaire financier adjoint",44
"2764","2019",6,"Ouvrier",NA
"2765","2019",6,"Technicien",138
"2766","2019",6,"Programmeur",NA
"2767","2019",6,"Agent qualifié 3ème degré",52
"2768","2019",6,"Gestionnaire",2277
"2769","2019",6,"Comptable",2
"2770","2019",6,"Gestionnaire Financier",21
"2771","2019",6,"Technicien Principal",139
"2772","2019",6,"Analyste",17
"2773","2019",6,"Gestionnaire Central",1113
"2774","2019",6,"Comptable Principal",10
"2775","2019",6,"Gestionnaire Financier Principal",13
"2776","2019",6,"Expert Commercial Principal",7
"2777","2019",6,"Ingenieur Principal",22
"2778","2019",6,"Technicien en Chef",73
"2779","2019",6,"Analyste Central",25
"2780","2019",6,"PRESIDENT DIRECTEUR GENERAL",1
"2781","2019",6,"Contract. Agent non qualifié 1ère cie",3
"2782","2019",6,"Contract. Agent d'Acceuil",5
"2783","2019",6,"Contract. Agent de guichet",NA
"2784","2019",6,"Contract. Agent Administratif Adjoint",5
"2785","2019",6,"Contract. Agent Administratif",6
"2786","2019",6,"Contract. Agent PrincipaL de guichet",NA
"2787","2019",6,"Contract. Gestionnaire Adjoint",25
"2788","2019",6,"Contract. Surveillant des guichets",NA
"2789","2019",6,"Contract. Gestionnaire",33
"2790","2019",6,"Contract. Gestionnaire Central",NA
"2791","2019",6,"Femme Menage",188
"2792","2019",6,"Femme Menage qualifié",360
"2793","2019",6,"Gardiennage",83
"2794","2019",6,"Gardiennage qualifié",159
"2795","2019",6,"Inspecteur en chef",NA
"2796","2019",6,"Inspecteur",NA
"2797","2019",6,"Agent de production",NA
"2798","2019",6,"Secrétaire de gestion",NA
"2799","2019",6,"Attaché d'inspection",1
"2800","2019",6,"Analyste",NA
"2801","2019",6,"Administration conseil",NA
"2802","2019",6,"Attaché De l'administration",NA
"2803","2019",6,"Medecin",NA
"2804","2019",6,"MEDECIN PRINCIPAL",1
"2805","2019",6,"Unknown",NA
"2806","2019",7,"Conseiller en Chef",1
"2807","2019",7,"Gestionnaire en Chef",397
"2808","2019",7,"Comptable en Chef",24
"2809","2019",7,"Gestionnaire Financier en Chef",24
"2810","2019",7,"Expert Commercial en Chef",3
"2811","2019",7,"Auditeur en Chef",1
"2812","2019",7,"Contrôleur de gestion en Chef",3
"2813","2019",7,"Ingénieur en Chef",46
"2814","2019",7,"Expert Technicien en Chef",13
"2815","2019",7,"Analyste en Chef",30
"2816","2019",7,"Architecte en Chef",1
"2817","2019",7,"Conseiller Général",6
"2818","2019",7,"Gestionnaire Général",142
"2819","2019",7,"Gestionnaire Financier Général",NA
"2820","2019",7,"Ingénieur Général",23
"2821","2019",7,"Analyste Général",5
"2822","2019",7,"Architecte Général",4
"2823","2019",7,"Agent non qualifié 1ère cie",95
"2824","2019",7,"Agent non qualifié 2ème cie",12
"2825","2019",7,"Agent non qualifié 3ème cie",26
"2826","2019",7,"Agent d'Acceuil",12
"2827","2019",7,"Agent de métier",66
"2828","2019",7,"Agent des postes",129
"2829","2019",7,"Agent de guichet",97
"2830","2019",7,"Agent de Distribution",540
"2831","2019",7,"Agent Administratif Adjoint",7
"2832","2019",7,"Agent technique",1
"2833","2019",7,"Agent qualifié 1er degré",55
"2834","2019",7,"Agent Administratif",72
"2835","2019",7,"Agent Bureautique",1
"2836","2019",7,"Agent PrincipaL des postes",62
"2837","2019",7,"Agent PrincipaL de guichet",303
"2838","2019",7,"Agent principale de Distribution",261
"2839","2019",7,"Agent financier",2
"2840","2019",7,"Technicien Adjoint",15
"2841","2019",7,"Technicien de Laboratoire Informatique",1
"2842","2019",7,"Agent qualifié 2ème degré",95
"2843","2019",7,"Ouvrier",NA
"2844","2019",7,"Gestionnaire Adjoint",171
"2845","2019",7,"Surveillant des postes",369
"2846","2019",7,"Surveillant des guichets",1081
"2847","2019",7,"Surveillant de distribution",324
"2848","2019",7,"Gestionnaire financier adjoint",44
"2849","2019",7,"Ouvrier",NA
"2850","2019",7,"Technicien",137
"2851","2019",7,"Programmeur",NA
"2852","2019",7,"Agent qualifié 3ème degré",52
"2853","2019",7,"Gestionnaire",2277
"2854","2019",7,"Comptable",2
"2855","2019",7,"Gestionnaire Financier",21
"2856","2019",7,"Technicien Principal",141
"2857","2019",7,"Analyste",17
"2858","2019",7,"Gestionnaire Central",1112
"2859","2019",7,"Comptable Principal",10
"2860","2019",7,"Gestionnaire Financier Principal",13
"2861","2019",7,"Expert Commercial Principal",7
"2862","2019",7,"Ingenieur Principal",22
"2863","2019",7,"Technicien en Chef",73
"2864","2019",7,"Analyste Central",25
"2865","2019",7,"PRESIDENT DIRECTEUR GENERAL",1
"2866","2019",7,"Contract. Agent non qualifié 1ère cie",3
"2867","2019",7,"Contract. Agent d'Acceuil",5
"2868","2019",7,"Contract. Agent de guichet",NA
"2869","2019",7,"Contract. Agent Administratif Adjoint",5
"2870","2019",7,"Contract. Agent Administratif",6
"2871","2019",7,"Contract. Agent PrincipaL de guichet",NA
"2872","2019",7,"Contract. Gestionnaire Adjoint",24
"2873","2019",7,"Contract. Surveillant des guichets",NA
"2874","2019",7,"Contract. Gestionnaire",33
"2875","2019",7,"Contract. Gestionnaire Central",NA
"2876","2019",7,"Femme Menage",188
"2877","2019",7,"Femme Menage qualifié",360
"2878","2019",7,"Gardiennage",83
"2879","2019",7,"Gardiennage qualifié",159
"2880","2019",7,"Inspecteur en chef",NA
"2881","2019",7,"Inspecteur",NA
"2882","2019",7,"Agent de production",NA
"2883","2019",7,"Secrétaire de gestion",NA
"2884","2019",7,"Attaché d'inspection",1
"2885","2019",7,"Analyste",NA
"2886","2019",7,"Administration conseil",NA
"2887","2019",7,"Attaché De l'administration",NA
"2888","2019",7,"Medecin",NA
"2889","2019",7,"MEDECIN PRINCIPAL",1
"2890","2019",7,"Unknown",NA
"2891","2019",8,"Conseiller en Chef",1
"2892","2019",8,"Gestionnaire en Chef",397
"2893","2019",8,"Comptable en Chef",24
"2894","2019",8,"Gestionnaire Financier en Chef",24
"2895","2019",8,"Expert Commercial en Chef",3
"2896","2019",8,"Auditeur en Chef",1
"2897","2019",8,"Contrôleur de gestion en Chef",3
"2898","2019",8,"Ingénieur en Chef",46
"2899","2019",8,"Expert Technicien en Chef",13
"2900","2019",8,"Analyste en Chef",30
"2901","2019",8,"Architecte en Chef",1
"2902","2019",8,"Conseiller Général",6
"2903","2019",8,"Gestionnaire Général",142
"2904","2019",8,"Gestionnaire Financier Général",NA
"2905","2019",8,"Ingénieur Général",23
"2906","2019",8,"Analyste Général",5
"2907","2019",8,"Architecte Général",4
"2908","2019",8,"Agent non qualifié 1ère cie",95
"2909","2019",8,"Agent non qualifié 2ème cie",12
"2910","2019",8,"Agent non qualifié 3ème cie",26
"2911","2019",8,"Agent d'Acceuil",12
"2912","2019",8,"Agent de métier",66
"2913","2019",8,"Agent des postes",129
"2914","2019",8,"Agent de guichet",97
"2915","2019",8,"Agent de Distribution",540
"2916","2019",8,"Agent Administratif Adjoint",7
"2917","2019",8,"Agent technique",1
"2918","2019",8,"Agent qualifié 1er degré",55
"2919","2019",8,"Agent Administratif",72
"2920","2019",8,"Agent Bureautique",1
"2921","2019",8,"Agent PrincipaL des postes",62
"2922","2019",8,"Agent PrincipaL de guichet",303
"2923","2019",8,"Agent principale de Distribution",261
"2924","2019",8,"Agent financier",2
"2925","2019",8,"Technicien Adjoint",15
"2926","2019",8,"Technicien de Laboratoire Informatique",1
"2927","2019",8,"Agent qualifié 2ème degré",95
"2928","2019",8,"Ouvrier",NA
"2929","2019",8,"Gestionnaire Adjoint",171
"2930","2019",8,"Surveillant des postes",369
"2931","2019",8,"Surveillant des guichets",1081
"2932","2019",8,"Surveillant de distribution",324
"2933","2019",8,"Gestionnaire financier adjoint",44
"2934","2019",8,"Ouvrier",NA
"2935","2019",8,"Technicien",137
"2936","2019",8,"Programmeur",NA
"2937","2019",8,"Agent qualifié 3ème degré",52
"2938","2019",8,"Gestionnaire",2277
"2939","2019",8,"Comptable",2
"2940","2019",8,"Gestionnaire Financier",21
"2941","2019",8,"Technicien Principal",141
"2942","2019",8,"Analyste",17
"2943","2019",8,"Gestionnaire Central",1112
"2944","2019",8,"Comptable Principal",10
"2945","2019",8,"Gestionnaire Financier Principal",13
"2946","2019",8,"Expert Commercial Principal",7
"2947","2019",8,"Ingenieur Principal",22
"2948","2019",8,"Technicien en Chef",73
"2949","2019",8,"Analyste Central",25
"2950","2019",8,"PRESIDENT DIRECTEUR GENERAL",1
"2951","2019",8,"Contract. Agent non qualifié 1ère cie",3
"2952","2019",8,"Contract. Agent d'Acceuil",5
"2953","2019",8,"Contract. Agent de guichet",NA
"2954","2019",8,"Contract. Agent Administratif Adjoint",5
"2955","2019",8,"Contract. Agent Administratif",6
"2956","2019",8,"Contract. Agent PrincipaL de guichet",NA
"2957","2019",8,"Contract. Gestionnaire Adjoint",24
"2958","2019",8,"Contract. Surveillant des guichets",NA
"2959","2019",8,"Contract. Gestionnaire",33
"2960","2019",8,"Contract. Gestionnaire Central",NA
"2961","2019",8,"Femme Menage",188
"2962","2019",8,"Femme Menage qualifié",360
"2963","2019",8,"Gardiennage",83
"2964","2019",8,"Gardiennage qualifié",159
"2965","2019",8,"Inspecteur en chef",NA
"2966","2019",8,"Inspecteur",NA
"2967","2019",8,"Agent de production",NA
"2968","2019",8,"Secrétaire de gestion",NA
"2969","2019",8,"Attaché d'inspection",1
"2970","2019",8,"Analyste",NA
"2971","2019",8,"Administration conseil",NA
"2972","2019",8,"Attaché De l'administration",NA
"2973","2019",8,"Medecin",NA
"2974","2019",8,"MEDECIN PRINCIPAL",1
"2975","2019",8,"Unknown",NA
"2976","2019",9,"Conseiller en Chef",1
"2977","2019",9,"Gestionnaire en Chef",397
"2978","2019",9,"Comptable en Chef",24
"2979","2019",9,"Gestionnaire Financier en Chef",24
"2980","2019",9,"Expert Commercial en Chef",3
"2981","2019",9,"Auditeur en Chef",1
"2982","2019",9,"Contrôleur de gestion en Chef",3
"2983","2019",9,"Ingénieur en Chef",46
"2984","2019",9,"Expert Technicien en Chef",13
"2985","2019",9,"Analyste en Chef",30
"2986","2019",9,"Architecte en Chef",1
"2987","2019",9,"Conseiller Général",6
"2988","2019",9,"Gestionnaire Général",142
"2989","2019",9,"Gestionnaire Financier Général",NA
"2990","2019",9,"Ingénieur Général",23
"2991","2019",9,"Analyste Général",5
"2992","2019",9,"Architecte Général",4
"2993","2019",9,"Agent non qualifié 1ère cie",95
"2994","2019",9,"Agent non qualifié 2ème cie",12
"2995","2019",9,"Agent non qualifié 3ème cie",26
"2996","2019",9,"Agent d'Acceuil",12
"2997","2019",9,"Agent de métier",66
"2998","2019",9,"Agent des postes",129
"2999","2019",9,"Agent de guichet",97
"3000","2019",9,"Agent de Distribution",540
"3001","2019",9,"Agent Administratif Adjoint",7
"3002","2019",9,"Agent technique",1
"3003","2019",9,"Agent qualifié 1er degré",55
"3004","2019",9,"Agent Administratif",166
"3005","2019",9,"Agent Bureautique",1
"3006","2019",9,"Agent PrincipaL des postes",62
"3007","2019",9,"Agent PrincipaL de guichet",303
"3008","2019",9,"Agent principale de Distribution",261
"3009","2019",9,"Agent financier",2
"3010","2019",9,"Technicien Adjoint",15
"3011","2019",9,"Technicien de Laboratoire Informatique",1
"3012","2019",9,"Agent qualifié 2ème degré",95
"3013","2019",9,"Ouvrier",NA
"3014","2019",9,"Gestionnaire Adjoint",172
"3015","2019",9,"Surveillant des postes",369
"3016","2019",9,"Surveillant des guichets",1082
"3017","2019",9,"Surveillant de distribution",324
"3018","2019",9,"Gestionnaire financier adjoint",44
"3019","2019",9,"Ouvrier",NA
"3020","2019",9,"Technicien",138
"3021","2019",9,"Programmeur",NA
"3022","2019",9,"Agent qualifié 3ème degré",52
"3023","2019",9,"Gestionnaire",2278
"3024","2019",9,"Comptable",2
"3025","2019",9,"Gestionnaire Financier",21
"3026","2019",9,"Technicien Principal",141
"3027","2019",9,"Analyste",17
"3028","2019",9,"Gestionnaire Central",1112
"3029","2019",9,"Comptable Principal",10
"3030","2019",9,"Gestionnaire Financier Principal",13
"3031","2019",9,"Expert Commercial Principal",7
"3032","2019",9,"Ingenieur Principal",22
"3033","2019",9,"Technicien en Chef",73
"3034","2019",9,"Analyste Central",25
"3035","2019",9,"PRESIDENT DIRECTEUR GENERAL",1
"3036","2019",9,"Contract. Agent non qualifié 1ère cie",3
"3037","2019",9,"Contract. Agent d'Acceuil",5
"3038","2019",9,"Contract. Agent de guichet",NA
"3039","2019",9,"Contract. Agent Administratif Adjoint",5
"3040","2019",9,"Contract. Agent Administratif",6
"3041","2019",9,"Contract. Agent PrincipaL de guichet",NA
"3042","2019",9,"Contract. Gestionnaire Adjoint",23
"3043","2019",9,"Contract. Surveillant des guichets",NA
"3044","2019",9,"Contract. Gestionnaire",32
"3045","2019",9,"Contract. Gestionnaire Central",NA
"3046","2019",9,"Femme Menage",188
"3047","2019",9,"Femme Menage qualifié",360
"3048","2019",9,"Gardiennage",83
"3049","2019",9,"Gardiennage qualifié",159
"3050","2019",9,"Inspecteur en chef",NA
"3051","2019",9,"Inspecteur",NA
"3052","2019",9,"Agent de production",NA
"3053","2019",9,"Secrétaire de gestion",NA
"3054","2019",9,"Attaché d'inspection",1
"3055","2019",9,"Analyste",NA
"3056","2019",9,"Administration conseil",NA
"3057","2019",9,"Attaché De l'administration",NA
"3058","2019",9,"Medecin",NA
"3059","2019",9,"MEDECIN PRINCIPAL",1
"3060","2019",9,"Unknown",NA
"3061","2020",1,"Conseiller en Chef",1
"3062","2020",1,"Gestionnaire en Chef",393
"3063","2020",1,"Comptable en Chef",23
"3064","2020",1,"Gestionnaire Financier en Chef",22
"3065","2020",1,"Expert Commercial en Chef",6
"3066","2020",1,"Auditeur en Chef",1
"3067","2020",1,"Contrôleur de gestion en Chef",3
"3068","2020",1,"Ingénieur en Chef",44
"3069","2020",1,"Expert Technicien en Chef",12
"3070","2020",1,"Analyste en Chef",34
"3071","2020",1,"Architecte en Chef",NA
"3072","2020",1,"Conseiller Général",4
"3073","2020",1,"Gestionnaire Général",128
"3074","2020",1,"Gestionnaire Financier Général",1
"3075","2020",1,"Ingénieur Général",24
"3076","2020",1,"Analyste Général",6
"3077","2020",1,"Architecte Général",4
"3078","2020",1,"Agent non qualifié 1ère cie",94
"3079","2020",1,"Agent non qualifié 2ème cie",10
"3080","2020",1,"Agent non qualifié 3ème cie",16
"3081","2020",1,"Agent d'Acceuil",10
"3082","2020",1,"Agent de métier",63
"3083","2020",1,"Agent des postes",113
"3084","2020",1,"Agent de guichet",113
"3085","2020",1,"Agent de Distribution",639
"3086","2020",1,"Agent Administratif Adjoint",8
"3087","2020",1,"Agent technique",2
"3088","2020",1,"Agent qualifié 1er degré",51
"3089","2020",1,"Agent Administratif",122
"3090","2020",1,"Agent Bureautique",1
"3091","2020",1,"Agent PrincipaL des postes",69
"3092","2020",1,"Agent PrincipaL de guichet",340
"3093","2020",1,"Agent principale de Distribution",258
"3094","2020",1,"Agent financier",3
"3095","2020",1,"Technicien Adjoint",15
"3096","2020",1,"Technicien de Laboratoire Informatique",1
"3097","2020",1,"Agent qualifié 2ème degré",81
"3098","2020",1,"Ouvrier",NA
"3099","2020",1,"Gestionnaire Adjoint",124
"3100","2020",1,"Surveillant des postes",355
"3101","2020",1,"Surveillant des guichets",1101
"3102","2020",1,"Surveillant de distribution",320
"3103","2020",1,"Gestionnaire financier adjoint",44
"3104","2020",1,"Ouvrier",NA
"3105","2020",1,"Technicien",133
"3106","2020",1,"Programmeur",NA
"3107","2020",1,"Agent qualifié 3ème degré",63
"3108","2020",1,"Gestionnaire",2219
"3109","2020",1,"Comptable",2
"3110","2020",1,"Gestionnaire Financier",20
"3111","2020",1,"Technicien Principal",113
"3112","2020",1,"Analyste",17
"3113","2020",1,"Gestionnaire Central",1047
"3114","2020",1,"Comptable Principal",10
"3115","2020",1,"Gestionnaire Financier Principal",12
"3116","2020",1,"Expert Commercial Principal",4
"3117","2020",1,"Ingenieur Principal",19
"3118","2020",1,"Technicien en Chef",82
"3119","2020",1,"Analyste Central",17
"3120","2020",1,"PRESIDENT DIRECTEUR GENERAL",1
"3121","2020",1,"Contract. Agent non qualifié 1ère cie",3
"3122","2020",1,"Contract. Agent d'Acceuil",5
"3123","2020",1,"Contract. Agent de guichet",NA
"3124","2020",1,"Contract. Agent Administratif Adjoint",5
"3125","2020",1,"Contract. Agent Administratif",6
"3126","2020",1,"Contract. Agent PrincipaL de guichet",NA
"3127","2020",1,"Contract. Gestionnaire Adjoint",23
"3128","2020",1,"Contract. Surveillant des guichets",NA
"3129","2020",1,"Contract. Gestionnaire",32
"3130","2020",1,"Contract. Gestionnaire Central",NA
"3131","2020",1,"Femme Menage",181
"3132","2020",1,"Femme Menage qualifié",347
"3133","2020",1,"Gardiennage",83
"3134","2020",1,"Gardiennage qualifié",157
"3135","2020",1,"Inspecteur en chef",NA
"3136","2020",1,"Inspecteur",NA
"3137","2020",1,"Agent de production",NA
"3138","2020",1,"Secrétaire de gestion",NA
"3139","2020",1,"Attaché d'inspection",NA
"3140","2020",1,"Analyste",NA
"3141","2020",1,"Administration conseil",NA
"3142","2020",1,"Attaché De l'administration",NA
"3143","2020",1,"Medecin",NA
"3144","2020",1,"MEDECIN PRINCIPAL",1
"3145","2020",1,"Unknown",NA
"3146","2020",10,"Conseiller en Chef",1
"3147","2020",10,"Gestionnaire en Chef",411
"3148","2020",10,"Comptable en Chef",22
"3149","2020",10,"Gestionnaire Financier en Chef",22
"3150","2020",10,"Expert Commercial en Chef",6
"3151","2020",10,"Auditeur en Chef",1
"3152","2020",10,"Contrôleur de gestion en Chef",3
"3153","2020",10,"Ingénieur en Chef",43
"3154","2020",10,"Expert Technicien en Chef",15
"3155","2020",10,"Analyste en Chef",34
"3156","2020",10,"Architecte en Chef",NA
"3157","2020",10,"Conseiller Général",4
"3158","2020",10,"Gestionnaire Général",144
"3159","2020",10,"Gestionnaire Financier Général",1
"3160","2020",10,"Ingénieur Général",25
"3161","2020",10,"Analyste Général",6
"3162","2020",10,"Architecte Général",4
"3163","2020",10,"Agent non qualifié 1ère cie",92
"3164","2020",10,"Agent non qualifié 2ème cie",15
"3165","2020",10,"Agent non qualifié 3ème cie",14
"3166","2020",10,"Agent d'Acceuil",15
"3167","2020",10,"Agent de métier",60
"3168","2020",10,"Agent des postes",111
"3169","2020",10,"Agent de guichet",174
"3170","2020",10,"Agent de Distribution",638
"3171","2020",10,"Agent Administratif Adjoint",11
"3172","2020",10,"Agent technique",2
"3173","2020",10,"Agent qualifié 1er degré",56
"3174","2020",10,"Agent Administratif",39
"3175","2020",10,"Agent Bureautique",1
"3176","2020",10,"Agent PrincipaL des postes",72
"3177","2020",10,"Agent PrincipaL de guichet",438
"3178","2020",10,"Agent principale de Distribution",260
"3179","2020",10,"Agent financier",3
"3180","2020",10,"Technicien Adjoint",14
"3181","2020",10,"Technicien de Laboratoire Informatique",1
"3182","2020",10,"Agent qualifié 2ème degré",83
"3183","2020",10,"Ouvrier",NA
"3184","2020",10,"Gestionnaire Adjoint",148
"3185","2020",10,"Surveillant des postes",347
"3186","2020",10,"Surveillant des guichets",1075
"3187","2020",10,"Surveillant de distribution",305
"3188","2020",10,"Gestionnaire financier adjoint",40
"3189","2020",10,"Ouvrier",NA
"3190","2020",10,"Technicien",136
"3191","2020",10,"Programmeur",NA
"3192","2020",10,"Agent qualifié 3ème degré",56
"3193","2020",10,"Gestionnaire",2246
"3194","2020",10,"Comptable",2
"3195","2020",10,"Gestionnaire Financier",20
"3196","2020",10,"Technicien Principal",119
"3197","2020",10,"Analyste",16
"3198","2020",10,"Gestionnaire Central",1092
"3199","2020",10,"Comptable Principal",10
"3200","2020",10,"Gestionnaire Financier Principal",12
"3201","2020",10,"Expert Commercial Principal",4
"3202","2020",10,"Ingenieur Principal",19
"3203","2020",10,"Technicien en Chef",80
"3204","2020",10,"Analyste Central",18
"3205","2020",10,"PRESIDENT DIRECTEUR GENERAL",2
"3206","2020",10,"Contract. Agent non qualifié 1ère cie",NA
"3207","2020",10,"Contract. Agent d'Acceuil",NA
"3208","2020",10,"Contract. Agent de guichet",NA
"3209","2020",10,"Contract. Agent Administratif Adjoint",NA
"3210","2020",10,"Contract. Agent Administratif",NA
"3211","2020",10,"Contract. Agent PrincipaL de guichet",NA
"3212","2020",10,"Contract. Gestionnaire Adjoint",NA
"3213","2020",10,"Contract. Surveillant des guichets",NA
"3214","2020",10,"Contract. Gestionnaire",1
"3215","2020",10,"Contract. Gestionnaire Central",NA
"3216","2020",10,"Femme Menage",120
"3217","2020",10,"Femme Menage qualifié",393
"3218","2020",10,"Gardiennage",31
"3219","2020",10,"Gardiennage qualifié",143
"3220","2020",10,"Inspecteur en chef",NA
"3221","2020",10,"Inspecteur",NA
"3222","2020",10,"Agent de production",NA
"3223","2020",10,"Secrétaire de gestion",NA
