"","year","month","position","n"
"3224","2020",10,"Attaché d'inspection",NA
"3225","2020",10,"Analyste",NA
"3226","2020",10,"Administration conseil",NA
"3227","2020",10,"Attaché De l'administration",NA
"3228","2020",10,"Medecin",NA
"3229","2020",10,"MEDECIN PRINCIPAL",1
"3230","2020",10,"Unknown",NA
"3231","2020",11,"Conseiller en Chef",1
"3232","2020",11,"Gestionnaire en Chef",411
"3233","2020",11,"Comptable en Chef",22
"3234","2020",11,"Gestionnaire Financier en Chef",22
"3235","2020",11,"Expert Commercial en Chef",6
"3236","2020",11,"Auditeur en Chef",1
"3237","2020",11,"Contrôleur de gestion en Chef",3
"3238","2020",11,"Ingénieur en Chef",43
"3239","2020",11,"Expert Technicien en Chef",15
"3240","2020",11,"Analyste en Chef",34
"3241","2020",11,"Architecte en Chef",NA
"3242","2020",11,"Conseiller Général",4
"3243","2020",11,"Gestionnaire Général",144
"3244","2020",11,"Gestionnaire Financier Général",1
"3245","2020",11,"Ingénieur Général",25
"3246","2020",11,"Analyste Général",6
"3247","2020",11,"Architecte Général",4
"3248","2020",11,"Agent non qualifié 1ère cie",92
"3249","2020",11,"Agent non qualifié 2ème cie",15
"3250","2020",11,"Agent non qualifié 3ème cie",14
"3251","2020",11,"Agent d'Acceuil",15
"3252","2020",11,"Agent de métier",60
"3253","2020",11,"Agent des postes",110
"3254","2020",11,"Agent de guichet",175
"3255","2020",11,"Agent de Distribution",638
"3256","2020",11,"Agent Administratif Adjoint",11
"3257","2020",11,"Agent technique",2
"3258","2020",11,"Agent qualifié 1er degré",56
"3259","2020",11,"Agent Administratif",38
"3260","2020",11,"Agent Bureautique",1
"3261","2020",11,"Agent PrincipaL des postes",71
"3262","2020",11,"Agent PrincipaL de guichet",438
"3263","2020",11,"Agent principale de Distribution",260
"3264","2020",11,"Agent financier",4
"3265","2020",11,"Technicien Adjoint",14
"3266","2020",11,"Technicien de Laboratoire Informatique",1
"3267","2020",11,"Agent qualifié 2ème degré",83
"3268","2020",11,"Ouvrier",NA
"3269","2020",11,"Gestionnaire Adjoint",148
"3270","2020",11,"Surveillant des postes",347
"3271","2020",11,"Surveillant des guichets",1075
"3272","2020",11,"Surveillant de distribution",305
"3273","2020",11,"Gestionnaire financier adjoint",40
"3274","2020",11,"Ouvrier",NA
"3275","2020",11,"Technicien",137
"3276","2020",11,"Programmeur",NA
"3277","2020",11,"Agent qualifié 3ème degré",56
"3278","2020",11,"Gestionnaire",2247
"3279","2020",11,"Comptable",2
"3280","2020",11,"Gestionnaire Financier",20
"3281","2020",11,"Technicien Principal",119
"3282","2020",11,"Analyste",16
"3283","2020",11,"Gestionnaire Central",1092
"3284","2020",11,"Comptable Principal",10
"3285","2020",11,"Gestionnaire Financier Principal",12
"3286","2020",11,"Expert Commercial Principal",4
"3287","2020",11,"Ingenieur Principal",19
"3288","2020",11,"Technicien en Chef",80
"3289","2020",11,"Analyste Central",18
"3290","2020",11,"PRESIDENT DIRECTEUR GENERAL",2
"3291","2020",11,"Contract. Agent non qualifié 1ère cie",NA
"3292","2020",11,"Contract. Agent d'Acceuil",NA
"3293","2020",11,"Contract. Agent de guichet",NA
"3294","2020",11,"Contract. Agent Administratif Adjoint",NA
"3295","2020",11,"Contract. Agent Administratif",NA
"3296","2020",11,"Contract. Agent PrincipaL de guichet",NA
"3297","2020",11,"Contract. Gestionnaire Adjoint",NA
"3298","2020",11,"Contract. Surveillant des guichets",NA
"3299","2020",11,"Contract. Gestionnaire",NA
"3300","2020",11,"Contract. Gestionnaire Central",NA
"3301","2020",11,"Femme Menage",120
"3302","2020",11,"Femme Menage qualifié",393
"3303","2020",11,"Gardiennage",31
"3304","2020",11,"Gardiennage qualifié",143
"3305","2020",11,"Inspecteur en chef",NA
"3306","2020",11,"Inspecteur",NA
"3307","2020",11,"Agent de production",NA
"3308","2020",11,"Secrétaire de gestion",NA
"3309","2020",11,"Attaché d'inspection",NA
"3310","2020",11,"Analyste",NA
"3311","2020",11,"Administration conseil",NA
"3312","2020",11,"Attaché De l'administration",NA
"3313","2020",11,"Medecin",NA
"3314","2020",11,"MEDECIN PRINCIPAL",1
"3315","2020",11,"Unknown",NA
"3316","2020",12,"Conseiller en Chef",1
"3317","2020",12,"Gestionnaire en Chef",449
"3318","2020",12,"Comptable en Chef",24
"3319","2020",12,"Gestionnaire Financier en Chef",22
"3320","2020",12,"Expert Commercial en Chef",6
"3321","2020",12,"Auditeur en Chef",1
"3322","2020",12,"Contrôleur de gestion en Chef",3
"3323","2020",12,"Ingénieur en Chef",43
"3324","2020",12,"Expert Technicien en Chef",17
"3325","2020",12,"Analyste en Chef",34
"3326","2020",12,"Architecte en Chef",NA
"3327","2020",12,"Conseiller Général",4
"3328","2020",12,"Gestionnaire Général",148
"3329","2020",12,"Gestionnaire Financier Général",1
"3330","2020",12,"Ingénieur Général",26
"3331","2020",12,"Analyste Général",6
"3332","2020",12,"Architecte Général",4
"3333","2020",12,"Agent non qualifié 1ère cie",91
"3334","2020",12,"Agent non qualifié 2ème cie",16
"3335","2020",12,"Agent non qualifié 3ème cie",14
"3336","2020",12,"Agent d'Acceuil",13
"3337","2020",12,"Agent de métier",59
"3338","2020",12,"Agent des postes",107
"3339","2020",12,"Agent de guichet",154
"3340","2020",12,"Agent de Distribution",633
"3341","2020",12,"Agent Administratif Adjoint",11
"3342","2020",12,"Agent technique",2
"3343","2020",12,"Agent qualifié 1er degré",56
"3344","2020",12,"Agent Administratif",34
"3345","2020",12,"Agent Bureautique",1
"3346","2020",12,"Agent PrincipaL des postes",69
"3347","2020",12,"Agent PrincipaL de guichet",432
"3348","2020",12,"Agent principale de Distribution",253
"3349","2020",12,"Agent financier",3
"3350","2020",12,"Technicien Adjoint",11
"3351","2020",12,"Technicien de Laboratoire Informatique",1
"3352","2020",12,"Agent qualifié 2ème degré",84
"3353","2020",12,"Ouvrier",NA
"3354","2020",12,"Gestionnaire Adjoint",126
"3355","2020",12,"Surveillant des postes",337
"3356","2020",12,"Surveillant des guichets",1012
"3357","2020",12,"Surveillant de distribution",309
"3358","2020",12,"Gestionnaire financier adjoint",41
"3359","2020",12,"Ouvrier",NA
"3360","2020",12,"Technicien",128
"3361","2020",12,"Programmeur",NA
"3362","2020",12,"Agent qualifié 3ème degré",56
"3363","2020",12,"Gestionnaire",2150
"3364","2020",12,"Comptable",1
"3365","2020",12,"Gestionnaire Financier",15
"3366","2020",12,"Technicien Principal",127
"3367","2020",12,"Analyste",16
"3368","2020",12,"Gestionnaire Central",1286
"3369","2020",12,"Comptable Principal",9
"3370","2020",12,"Gestionnaire Financier Principal",17
"3371","2020",12,"Expert Commercial Principal",4
"3372","2020",12,"Ingenieur Principal",18
"3373","2020",12,"Technicien en Chef",82
"3374","2020",12,"Analyste Central",18
"3375","2020",12,"PRESIDENT DIRECTEUR GENERAL",2
"3376","2020",12,"Contract. Agent non qualifié 1ère cie",NA
"3377","2020",12,"Contract. Agent d'Acceuil",NA
"3378","2020",12,"Contract. Agent de guichet",NA
"3379","2020",12,"Contract. Agent Administratif Adjoint",NA
"3380","2020",12,"Contract. Agent Administratif",NA
"3381","2020",12,"Contract. Agent PrincipaL de guichet",NA
"3382","2020",12,"Contract. Gestionnaire Adjoint",NA
"3383","2020",12,"Contract. Surveillant des guichets",NA
"3384","2020",12,"Contract. Gestionnaire",NA
"3385","2020",12,"Contract. Gestionnaire Central",NA
"3386","2020",12,"Femme Menage",120
"3387","2020",12,"Femme Menage qualifié",393
"3388","2020",12,"Gardiennage",31
"3389","2020",12,"Gardiennage qualifié",143
"3390","2020",12,"Inspecteur en chef",NA
"3391","2020",12,"Inspecteur",NA
"3392","2020",12,"Agent de production",NA
"3393","2020",12,"Secrétaire de gestion",NA
"3394","2020",12,"Attaché d'inspection",NA
"3395","2020",12,"Analyste",NA
"3396","2020",12,"Administration conseil",NA
"3397","2020",12,"Attaché De l'administration",NA
"3398","2020",12,"Medecin",NA
"3399","2020",12,"MEDECIN PRINCIPAL",1
"3400","2020",12,"Unknown",NA
"3401","2020",2,"Conseiller en Chef",1
"3402","2020",2,"Gestionnaire en Chef",398
"3403","2020",2,"Comptable en Chef",23
"3404","2020",2,"Gestionnaire Financier en Chef",22
"3405","2020",2,"Expert Commercial en Chef",6
"3406","2020",2,"Auditeur en Chef",1
"3407","2020",2,"Contrôleur de gestion en Chef",3
"3408","2020",2,"Ingénieur en Chef",43
"3409","2020",2,"Expert Technicien en Chef",12
"3410","2020",2,"Analyste en Chef",34
"3411","2020",2,"Architecte en Chef",NA
"3412","2020",2,"Conseiller Général",4
"3413","2020",2,"Gestionnaire Général",141
"3414","2020",2,"Gestionnaire Financier Général",1
"3415","2020",2,"Ingénieur Général",25
"3416","2020",2,"Analyste Général",6
"3417","2020",2,"Architecte Général",4
"3418","2020",2,"Agent non qualifié 1ère cie",96
"3419","2020",2,"Agent non qualifié 2ème cie",11
"3420","2020",2,"Agent non qualifié 3ème cie",14
"3421","2020",2,"Agent d'Acceuil",15
"3422","2020",2,"Agent de métier",63
"3423","2020",2,"Agent des postes",112
"3424","2020",2,"Agent de guichet",116
"3425","2020",2,"Agent de Distribution",630
"3426","2020",2,"Agent Administratif Adjoint",13
"3427","2020",2,"Agent technique",2
"3428","2020",2,"Agent qualifié 1er degré",53
"3429","2020",2,"Agent Administratif",32
"3430","2020",2,"Agent Bureautique",1
"3431","2020",2,"Agent PrincipaL des postes",71
"3432","2020",2,"Agent PrincipaL de guichet",434
"3433","2020",2,"Agent principale de Distribution",256
"3434","2020",2,"Agent financier",3
"3435","2020",2,"Technicien Adjoint",15
"3436","2020",2,"Technicien de Laboratoire Informatique",1
"3437","2020",2,"Agent qualifié 2ème degré",82
"3438","2020",2,"Ouvrier",NA
"3439","2020",2,"Gestionnaire Adjoint",126
"3440","2020",2,"Surveillant des postes",351
"3441","2020",2,"Surveillant des guichets",1089
"3442","2020",2,"Surveillant de distribution",311
"3443","2020",2,"Gestionnaire financier adjoint",44
"3444","2020",2,"Ouvrier",NA
"3445","2020",2,"Technicien",132
"3446","2020",2,"Programmeur",NA
"3447","2020",2,"Agent qualifié 3ème degré",59
"3448","2020",2,"Gestionnaire",2216
"3449","2020",2,"Comptable",2
"3450","2020",2,"Gestionnaire Financier",20
"3451","2020",2,"Technicien Principal",119
"3452","2020",2,"Analyste",16
"3453","2020",2,"Gestionnaire Central",1065
"3454","2020",2,"Comptable Principal",10
"3455","2020",2,"Gestionnaire Financier Principal",12
"3456","2020",2,"Expert Commercial Principal",4
"3457","2020",2,"Ingenieur Principal",19
"3458","2020",2,"Technicien en Chef",83
"3459","2020",2,"Analyste Central",18
"3460","2020",2,"PRESIDENT DIRECTEUR GENERAL",1
"3461","2020",2,"Contract. Agent non qualifié 1ère cie",NA
"3462","2020",2,"Contract. Agent d'Acceuil",NA
"3463","2020",2,"Contract. Agent de guichet",NA
"3464","2020",2,"Contract. Agent Administratif Adjoint",NA
"3465","2020",2,"Contract. Agent Administratif",1
"3466","2020",2,"Contract. Agent PrincipaL de guichet",NA
"3467","2020",2,"Contract. Gestionnaire Adjoint",22
"3468","2020",2,"Contract. Surveillant des guichets",NA
"3469","2020",2,"Contract. Gestionnaire",32
"3470","2020",2,"Contract. Gestionnaire Central",NA
"3471","2020",2,"Femme Menage",181
"3472","2020",2,"Femme Menage qualifié",347
"3473","2020",2,"Gardiennage",83
"3474","2020",2,"Gardiennage qualifié",157
"3475","2020",2,"Inspecteur en chef",NA
"3476","2020",2,"Inspecteur",NA
"3477","2020",2,"Agent de production",NA
"3478","2020",2,"Secrétaire de gestion",NA
"3479","2020",2,"Attaché d'inspection",NA
"3480","2020",2,"Analyste",NA
"3481","2020",2,"Administration conseil",NA
"3482","2020",2,"Attaché De l'administration",NA
"3483","2020",2,"Medecin",NA
"3484","2020",2,"MEDECIN PRINCIPAL",1
"3485","2020",2,"Unknown",NA
"3486","2020",3,"Conseiller en Chef",1
"3487","2020",3,"Gestionnaire en Chef",398
"3488","2020",3,"Comptable en Chef",23
"3489","2020",3,"Gestionnaire Financier en Chef",22
"3490","2020",3,"Expert Commercial en Chef",6
"3491","2020",3,"Auditeur en Chef",1
"3492","2020",3,"Contrôleur de gestion en Chef",3
"3493","2020",3,"Ingénieur en Chef",43
"3494","2020",3,"Expert Technicien en Chef",12
"3495","2020",3,"Analyste en Chef",34
"3496","2020",3,"Architecte en Chef",NA
"3497","2020",3,"Conseiller Général",4
"3498","2020",3,"Gestionnaire Général",141
"3499","2020",3,"Gestionnaire Financier Général",1
"3500","2020",3,"Ingénieur Général",25
"3501","2020",3,"Analyste Général",6
"3502","2020",3,"Architecte Général",4
"3503","2020",3,"Agent non qualifié 1ère cie",96
"3504","2020",3,"Agent non qualifié 2ème cie",11
"3505","2020",3,"Agent non qualifié 3ème cie",14
"3506","2020",3,"Agent d'Acceuil",15
"3507","2020",3,"Agent de métier",63
"3508","2020",3,"Agent des postes",112
"3509","2020",3,"Agent de guichet",116
"3510","2020",3,"Agent de Distribution",630
"3511","2020",3,"Agent Administratif Adjoint",13
"3512","2020",3,"Agent technique",2
"3513","2020",3,"Agent qualifié 1er degré",53
"3514","2020",3,"Agent Administratif",33
"3515","2020",3,"Agent Bureautique",1
"3516","2020",3,"Agent PrincipaL des postes",72
"3517","2020",3,"Agent PrincipaL de guichet",434
"3518","2020",3,"Agent principale de Distribution",254
"3519","2020",3,"Agent financier",3
"3520","2020",3,"Technicien Adjoint",15
"3521","2020",3,"Technicien de Laboratoire Informatique",1
"3522","2020",3,"Agent qualifié 2ème degré",82
"3523","2020",3,"Ouvrier",NA
"3524","2020",3,"Gestionnaire Adjoint",129
"3525","2020",3,"Surveillant des postes",351
"3526","2020",3,"Surveillant des guichets",1089
"3527","2020",3,"Surveillant de distribution",311
"3528","2020",3,"Gestionnaire financier adjoint",44
"3529","2020",3,"Ouvrier",NA
"3530","2020",3,"Technicien",132
"3531","2020",3,"Programmeur",NA
"3532","2020",3,"Agent qualifié 3ème degré",59
"3533","2020",3,"Gestionnaire",2219
"3534","2020",3,"Comptable",2
"3535","2020",3,"Gestionnaire Financier",20
"3536","2020",3,"Technicien Principal",119
"3537","2020",3,"Analyste",16
"3538","2020",3,"Gestionnaire Central",1066
"3539","2020",3,"Comptable Principal",10
"3540","2020",3,"Gestionnaire Financier Principal",12
"3541","2020",3,"Expert Commercial Principal",4
"3542","2020",3,"Ingenieur Principal",19
"3543","2020",3,"Technicien en Chef",83
"3544","2020",3,"Analyste Central",18
"3545","2020",3,"PRESIDENT DIRECTEUR GENERAL",1
"3546","2020",3,"Contract. Agent non qualifié 1ère cie",NA
"3547","2020",3,"Contract. Agent d'Acceuil",NA
"3548","2020",3,"Contract. Agent de guichet",NA
"3549","2020",3,"Contract. Agent Administratif Adjoint",NA
"3550","2020",3,"Contract. Agent Administratif",1
"3551","2020",3,"Contract. Agent PrincipaL de guichet",NA
"3552","2020",3,"Contract. Gestionnaire Adjoint",18
"3553","2020",3,"Contract. Surveillant des guichets",NA
"3554","2020",3,"Contract. Gestionnaire",29
"3555","2020",3,"Contract. Gestionnaire Central",NA
"3556","2020",3,"Femme Menage",181
"3557","2020",3,"Femme Menage qualifié",347
"3558","2020",3,"Gardiennage",83
"3559","2020",3,"Gardiennage qualifié",157
"3560","2020",3,"Inspecteur en chef",NA
"3561","2020",3,"Inspecteur",NA
"3562","2020",3,"Agent de production",NA
"3563","2020",3,"Secrétaire de gestion",NA
"3564","2020",3,"Attaché d'inspection",NA
"3565","2020",3,"Analyste",NA
"3566","2020",3,"Administration conseil",NA
"3567","2020",3,"Attaché De l'administration",NA
"3568","2020",3,"Medecin",NA
"3569","2020",3,"MEDECIN PRINCIPAL",1
"3570","2020",3,"Unknown",NA
"3571","2020",4,"Conseiller en Chef",1
"3572","2020",4,"Gestionnaire en Chef",398
"3573","2020",4,"Comptable en Chef",23
"3574","2020",4,"Gestionnaire Financier en Chef",22
"3575","2020",4,"Expert Commercial en Chef",6
"3576","2020",4,"Auditeur en Chef",1
"3577","2020",4,"Contrôleur de gestion en Chef",3
"3578","2020",4,"Ingénieur en Chef",43
"3579","2020",4,"Expert Technicien en Chef",12
"3580","2020",4,"Analyste en Chef",34
"3581","2020",4,"Architecte en Chef",NA
"3582","2020",4,"Conseiller Général",4
"3583","2020",4,"Gestionnaire Général",141
"3584","2020",4,"Gestionnaire Financier Général",1
"3585","2020",4,"Ingénieur Général",25
"3586","2020",4,"Analyste Général",6
"3587","2020",4,"Architecte Général",4
"3588","2020",4,"Agent non qualifié 1ère cie",96
"3589","2020",4,"Agent non qualifié 2ème cie",11
"3590","2020",4,"Agent non qualifié 3ème cie",14
"3591","2020",4,"Agent d'Acceuil",15
"3592","2020",4,"Agent de métier",63
"3593","2020",4,"Agent des postes",112
"3594","2020",4,"Agent de guichet",117
"3595","2020",4,"Agent de Distribution",630
"3596","2020",4,"Agent Administratif Adjoint",13
"3597","2020",4,"Agent technique",2
"3598","2020",4,"Agent qualifié 1er degré",53
"3599","2020",4,"Agent Administratif",41
"3600","2020",4,"Agent Bureautique",1
"3601","2020",4,"Agent PrincipaL des postes",72
"3602","2020",4,"Agent PrincipaL de guichet",435
"3603","2020",4,"Agent principale de Distribution",254
"3604","2020",4,"Agent financier",3
"3605","2020",4,"Technicien Adjoint",15
"3606","2020",4,"Technicien de Laboratoire Informatique",1
"3607","2020",4,"Agent qualifié 2ème degré",82
"3608","2020",4,"Ouvrier",NA
"3609","2020",4,"Gestionnaire Adjoint",147
"3610","2020",4,"Surveillant des postes",351
"3611","2020",4,"Surveillant des guichets",1090
"3612","2020",4,"Surveillant de distribution",311
"3613","2020",4,"Gestionnaire financier adjoint",44
"3614","2020",4,"Ouvrier",NA
"3615","2020",4,"Technicien",132
"3616","2020",4,"Programmeur",NA
"3617","2020",4,"Agent qualifié 3ème degré",59
"3618","2020",4,"Gestionnaire",2248
"3619","2020",4,"Comptable",2
"3620","2020",4,"Gestionnaire Financier",20
"3621","2020",4,"Technicien Principal",119
"3622","2020",4,"Analyste",16
"3623","2020",4,"Gestionnaire Central",1066
"3624","2020",4,"Comptable Principal",10
"3625","2020",4,"Gestionnaire Financier Principal",12
"3626","2020",4,"Expert Commercial Principal",4
"3627","2020",4,"Ingenieur Principal",19
"3628","2020",4,"Technicien en Chef",83
"3629","2020",4,"Analyste Central",18
"3630","2020",4,"PRESIDENT DIRECTEUR GENERAL",1
"3631","2020",4,"Contract. Agent non qualifié 1ère cie",NA
"3632","2020",4,"Contract. Agent d'Acceuil",NA
"3633","2020",4,"Contract. Agent de guichet",NA
"3634","2020",4,"Contract. Agent Administratif Adjoint",NA
"3635","2020",4,"Contract. Agent Administratif",1
"3636","2020",4,"Contract. Agent PrincipaL de guichet",NA
"3637","2020",4,"Contract. Gestionnaire Adjoint",NA
"3638","2020",4,"Contract. Surveillant des guichets",NA
"3639","2020",4,"Contract. Gestionnaire",1
"3640","2020",4,"Contract. Gestionnaire Central",NA
"3641","2020",4,"Femme Menage",181
"3642","2020",4,"Femme Menage qualifié",347
"3643","2020",4,"Gardiennage",83
